cell_som_cluster,CD3,CD4,CD8a,CD11b,CD14,CD16,CD20,CD44,CD45,CD45RO,CD68,CD107a,CD163,CD366,Pan-keratin,FOXP3,E-Cadherin,HLA-DR-DQ-DP,Beta-Catenin,B7-H4,Granzyme-B,Alpha-SMA,Vimentin,CD31,cell_meta_cluster,cell_meta_cluster_rename
200,0.4108222823928477,0.2971146036440535,0.5369215473487423,0.288001045148309,0.2456603235495724,0.2007985073271199,0.1707126048462376,0.2616220762208729,0.4503236620457229,0.3408352499800625,0.2258904773054243,0.1975452068864027,0.1683933907021991,0.3136085596853901,0.1277724808989297,0.2139376022127534,0.1546487403614952,0.2212498737539222,0.2303398525203545,0.2567740932600651,0.2836189147183157,0.1119606120872572,0.2388457284021456,0.2173872654916553,14,CD8 T cell
201,0.2671127896965455,0.3314156995027737,0.2968400701667106,0.4252497208987135,0.2533122204426607,0.1443327677766686,0.1267895123204005,0.1867151451680348,0.1855895729883761,0.1457498566138353,0.1489422270350179,0.2182256995221618,0.0993992965702886,0.3529165548367111,0.33495560828389,0.3722028574319257,0.5267095180595457,0.0876698861072698,0.4882000905972827,0.4997634077812588,0.3127915927906749,0.0566309929808408,0.1562567329994635,0.1807408649007781,3,Cancer cell
202,0.2718231787703785,0.3346182818713711,0.2832298296576438,0.4058283383615619,0.261795054496486,0.1591675522521094,0.1401713105857799,0.1990991722492049,0.2079352339616049,0.1695544272864463,0.1654609428590247,0.218906774314213,0.1196758812984276,0.3446607748580071,0.3127847067668855,0.3525115672640849,0.471820972330715,0.1118263199929173,0.4457411646667762,0.4589590182333344,0.303930445845556,0.0761175974933069,0.1695076126218447,0.1914320017332834,3,Cancer cell
203,0.2882745534085087,0.3406958360238889,0.3148472244361651,0.3927432230709893,0.2763549360150312,0.199298260172748,0.1491134465768726,0.1842404066823564,0.2483715234180593,0.2054949025639151,0.1943131499846151,0.1995944655347461,0.1723762319006183,0.3183726993599033,0.2818017598561566,0.3255303052544953,0.4111902246631523,0.1120972256567659,0.3938412930184887,0.4165311805455078,0.294353798374925,0.1094422008688431,0.1538601898417849,0.1990076816640878,3,Cancer cell
204,0.2631564829276782,0.3263855356724569,0.2627705111723904,0.3969605733799015,0.2767307659895058,0.1846199134921841,0.1351341335825396,0.2016667973044004,0.2377573433091681,0.182238785126699,0.2041378365471058,0.2138117875524549,0.1466496665016071,0.3549046008475732,0.2511971459313323,0.312921472961334,0.3295555322399724,0.1171392454723283,0.378933720091412,0.4065484968067074,0.3643896013463964,0.1292135770522752,0.2581945999414769,0.2233299924027645,17,NK/CD8
205,0.2514715970423342,0.3172717779756795,0.2282033711736948,0.3715622899363489,0.2908873849870296,0.2065976872068702,0.1388872847462299,0.2210440886129278,0.259042387433648,0.1973658235059711,0.238830093169803,0.2205758758346166,0.1743384761165693,0.3557569552153377,0.2150561737736879,0.2616172228560388,0.2382658130822512,0.1318873395082447,0.3177943251521685,0.3500838338491842,0.4009457176369997,0.1736324517984334,0.339400206865148,0.2407186406688838,17,NK/CD8
206,0.2585429985137664,0.3267104048343425,0.2282502712823595,0.3825111552016414,0.2904560024260276,0.1986538201184353,0.1365247101269453,0.2310672752622025,0.2839751082800039,0.2010560578612093,0.2481638650193972,0.2143733262756881,0.1598241983092163,0.3693510458950398,0.17496384011383,0.2663076214531688,0.1652425589858987,0.1312850074158227,0.2914881840327818,0.3448228507109755,0.4337940867651133,0.1512730802132403,0.374731000106764,0.2705983923000321,9,Endothelial cell
207,0.2708431204334661,0.3386830811043502,0.2448357501224196,0.3788082706317402,0.2897738443791528,0.2031505677066714,0.1435969793548971,0.2300244474207402,0.3002935185237784,0.2140144657410083,0.2473539869845303,0.209804404932205,0.1673181499869822,0.3593683344579529,0.1684093038467815,0.270758279875239,0.1679974003904671,0.1452555187752433,0.2865741229951916,0.3403490539953959,0.402040935053407,0.1433478900560547,0.3354277163727617,0.276880638295572,9,Endothelial cell
208,0.2754299297603785,0.3522633641697592,0.2573484459298088,0.3692272867733354,0.2960790790966982,0.2230311495982741,0.1509667293054666,0.2299357726858821,0.3196614195514579,0.2279906005941062,0.2591898436526753,0.2085355470396197,0.1905879797957517,0.3424682271968167,0.162937496767506,0.2660713453975936,0.174157369550926,0.1817096556869678,0.2763312187456792,0.3294918119295434,0.3549802432781629,0.1343952896014713,0.2866753845880972,0.2756482018373937,9,Endothelial cell
209,0.2796900388965435,0.3507655155350502,0.2713695662593537,0.3620633734422634,0.2933248784576083,0.214177578392999,0.1592848669916476,0.2166956217021954,0.3152806968170663,0.2301592798931135,0.2413341581490471,0.2071777986808394,0.1913547692428856,0.3429291985119478,0.1515634949591782,0.2649593854991502,0.1654690347586217,0.1653688725924468,0.2781449040769924,0.3181162790907503,0.344136067521797,0.1934383591908575,0.2740541324345396,0.2956229618576488,2,Fibroblast
210,0.3096088337881749,0.3759987337878575,0.2861760907670737,0.378246246159124,0.2986241736854691,0.2185488553419613,0.170273505841652,0.2239714266743726,0.3239185954563627,0.2224101089250878,0.2355466604671533,0.1949465938526329,0.1958981226151942,0.3318231033755121,0.1697630480669724,0.2957477979089974,0.1942305742526522,0.1621513680848272,0.2879971715926832,0.3397156517878999,0.3119174473463242,0.1056830045467804,0.2206277649997125,0.2769987098774102,1,B cell
211,0.3292786731349262,0.3941333480356779,0.2916664782892005,0.3623792633819999,0.2716187479059948,0.1927944075362713,0.1545751019593862,0.2352441174151031,0.3723981971879568,0.2722467698670358,0.2297490630924676,0.1898426692241406,0.1594617060254095,0.3302820224647205,0.1499792035536664,0.2841424202340141,0.1780698148712408,0.1809600770275419,0.2673305842241939,0.3299150743886145,0.3319228497273362,0.1089017045445152,0.2478920629555456,0.286252644709049,9,Endothelial cell
212,0.3198473251829644,0.3965205617104154,0.2785283680939103,0.3434770493311085,0.2709946818243686,0.2070713240095412,0.1506709329938474,0.235838339593638,0.3659922915455578,0.2811158786419728,0.2402945041337016,0.1969831819582415,0.1745198589145939,0.3206795005647109,0.1726690505367049,0.2725312124636575,0.2220174582605207,0.2297229993027771,0.2757088108463941,0.3224470337768744,0.3029328995637537,0.1083930898673534,0.2328629876459974,0.2526818287302657,9,Endothelial cell
213,0.3461089377367573,0.4263049082652216,0.2633354907958867,0.3250736969036788,0.2505686137259673,0.1786239883479858,0.1458887923896472,0.2325214291851657,0.3547052568149653,0.3131364192227158,0.1982294070346427,0.2008772618322008,0.1448357155546003,0.3123473949789399,0.2207672462621566,0.2881097208349687,0.3039908985149473,0.2735168490877679,0.3116071832378626,0.3361480148917073,0.2649777031313989,0.1070968572212595,0.1869621649937989,0.2057668618218479,4,Memory CD4 T cell
214,0.3714107328885299,0.4615660715560984,0.2485325904080624,0.3027155122348817,0.2536364576647551,0.2045439087344011,0.1404966471987491,0.2462013456101768,0.4066752342959214,0.3571414941611013,0.2206326429428091,0.19140512348355,0.172458942702859,0.3138982302822777,0.1753350973639089,0.2719822170992181,0.2329178534662264,0.2438710508905027,0.268112465087094,0.2887428142730691,0.2581730781583617,0.1240759761965315,0.2151935971052183,0.2123576453116023,4,Memory CD4 T cell
215,0.3339719139776782,0.4169395507310299,0.2465911483843617,0.3191709619002776,0.2754355949518854,0.2106455039348251,0.1473884832235767,0.2300249090002824,0.3637824978727147,0.3055969529044424,0.2224718976247809,0.2029558032422359,0.1875059940478032,0.3372034870518647,0.1471686106764105,0.2630565039477396,0.1668820342397301,0.1846039078123478,0.2676266776494836,0.282238540139322,0.2979647433616224,0.2143602332958042,0.2573720748064667,0.2551327895922132,4,Memory CD4 T cell
216,0.3750094189265664,0.405243562591129,0.3320292478415018,0.3213411632850276,0.2552508882031656,0.1930436039483468,0.1518215482582862,0.2462048479452013,0.4111766909503155,0.3318975609539877,0.2215808741740147,0.1900086243038862,0.1613553049247738,0.3232543443041653,0.1461679067419555,0.264638010690546,0.1775404124445138,0.1991179927349191,0.2543304889128381,0.2931135330298902,0.2989909847826298,0.1212424513052127,0.2400664204018557,0.2455463984288097,4,Memory CD4 T cell
217,0.3241148099858177,0.3181294676952438,0.3575518749436494,0.3348208798821354,0.2739147442659999,0.2088002065758039,0.1558704508622567,0.2448958304373954,0.3574864917052807,0.2673674921497364,0.2426039794479146,0.2102902402308045,0.177361670972892,0.3438258976756372,0.1524641569587061,0.2380715988766523,0.1612041447953097,0.1815781943563175,0.2628348013173128,0.296506138294147,0.3459952865986012,0.1463936269425408,0.2962730084253824,0.2436329320833587,14,CD8 T cell
218,0.3692501399462682,0.3285170129428213,0.4383899687743084,0.3248356374461783,0.2586035956585467,0.1974517199150728,0.1651605738045118,0.2486685962160967,0.4114292805647442,0.3013180117692264,0.2310211311744695,0.1954222536262759,0.1652143606764613,0.3220163329538812,0.1368930391574602,0.2423669210646528,0.164156603992517,0.201013604584016,0.2474782372834159,0.2923530208975388,0.3111785153191558,0.1091459528378027,0.2461182388181468,0.2513262826800476,9,Endothelial cell
219,0.3618768259291257,0.3128234934096413,0.4294295241847389,0.3173828732833099,0.2638474121750589,0.2065068925144099,0.1717701738833953,0.2423902269656524,0.3842768417090366,0.2962959661872189,0.2267548572157859,0.2040737716725551,0.1814227071986357,0.3221759072645133,0.1564905857346353,0.2358651595421414,0.1870315684729858,0.1915984398465134,0.2632130493719016,0.2852689534162266,0.2956964171742051,0.1398202741085608,0.2347581366824979,0.2302367503026045,14,CD8 T cell
220,0.3760870812798163,0.3084912019234559,0.477180269722608,0.300461790400206,0.2540228299407582,0.2067513735455173,0.1671255828548455,0.2531293996040921,0.4170762816470433,0.3162420153972898,0.2335641528084945,0.2022807314759603,0.1748290759238853,0.3115499800426566,0.1519799916527254,0.2236384445883935,0.194311138234791,0.2444577461655362,0.2494848408894934,0.2773327984770887,0.2812403143007312,0.1087276419744983,0.2290377818443774,0.2168113524128767,14,CD8 T cell
221,0.2716392591889692,0.3324274110251536,0.3167800475694785,0.4402645252671741,0.2514171444189007,0.1486241161882764,0.117125268975827,0.1666296152620753,0.1848412990536474,0.1410071625347136,0.1456531881607067,0.2063432715447691,0.0992882354784679,0.3513953408408512,0.3338240016938994,0.3924363608938911,0.5224957884656196,0.0812721089138272,0.4979847547943889,0.5152947103029066,0.3197709021458369,0.0535913713575284,0.1420921096826161,0.1788033219078863,3,Cancer cell
222,0.2821563350660738,0.3401426729636053,0.299480147685763,0.4205356323201996,0.268654840880442,0.1816146949801433,0.1325785547050504,0.1747021168577135,0.2184820417726401,0.1704060910322146,0.173278903404058,0.2004092683447306,0.1369815767121733,0.3385293527677765,0.2943516370443195,0.3819924080337147,0.4251464448612889,0.108569069402494,0.4342208089731453,0.4562636654533078,0.3064922085616675,0.0836417321373689,0.1570837702121338,0.1939175400366697,3,Cancer cell
223,0.2725096424453642,0.3353375557917196,0.3064423586783936,0.4069926905648489,0.256772236217007,0.1563668801688197,0.1381288207935324,0.1836734250898376,0.216585549996145,0.16822889558754,0.165844875698291,0.2128469156677445,0.1134505344937188,0.3285737493091085,0.3196029236849097,0.3523961901673182,0.4765796542154007,0.2059768355436139,0.4429708846820717,0.4682328284487608,0.2971350266639867,0.0636245749328778,0.1390986701659438,0.1845563497269438,6,Antigen presenting cell
224,0.2726048544311358,0.3461259398209047,0.2909960501866799,0.3860957609329077,0.2779520506393931,0.2078138384060427,0.1418120581276002,0.1958870219286553,0.2572722215339503,0.2010438648889917,0.2132934885523163,0.2086615819878793,0.1690674105845165,0.3207322321909416,0.2705327610123008,0.3194033081971361,0.3906391963689627,0.1942214179415403,0.3819688771149562,0.4087348944587968,0.2883212510405086,0.0873258001824625,0.169151866143897,0.1997559324708189,3,Cancer cell
225,0.27970998953893,0.3343843692880186,0.269913723541145,0.3724201306040293,0.2852058936697546,0.1970026535744029,0.159301496935439,0.2172859463771946,0.2711068301511478,0.2295946317312524,0.2208631760244494,0.2102275630840347,0.170675886801339,0.3375242071714993,0.2251127199690691,0.2810522889526867,0.2746530977886143,0.1264722551792786,0.3252292692863903,0.35674976770951,0.3524720323724635,0.1398567307502725,0.2581162339453719,0.2373801609041662,17,NK/CD8
226,0.2517593926174436,0.333839347825941,0.2361460966925746,0.3587887027463614,0.2958775205172202,0.2298021739630698,0.1431668547818092,0.2311055688194058,0.2935606479518817,0.2157401922723568,0.2678857659637387,0.2200238438052441,0.1962996264917141,0.3437422424267962,0.1916844230011576,0.2524068802332044,0.2151462163388733,0.2088413676684752,0.2915810639902907,0.3302381628519775,0.359447545813408,0.1415314933584356,0.3072268928637532,0.2434489814279196,17,NK/CD8
227,0.2811808409529751,0.3446128804865398,0.2613661814568075,0.3840199700842951,0.28192542659849,0.1892770921503832,0.1463182389461806,0.2281209592973703,0.3138459841743345,0.2165631635607922,0.2383764059591838,0.2029593349834327,0.1534721627523251,0.3557179668343774,0.1593551816353404,0.2777619487403174,0.164716684212889,0.1394755786582579,0.2844323243416589,0.3470441102361934,0.4038103061803959,0.1369666896882949,0.3251702667327764,0.2973473364098832,9,Endothelial cell
228,0.2891373559097733,0.3567024422834923,0.2718720943223042,0.3837718989485231,0.2856855738708411,0.1995670515828176,0.1532599478965484,0.2285020693181779,0.3260857811018502,0.2223756254233249,0.2379641755308995,0.1990420414831686,0.1647585297055423,0.3470331557886959,0.1588593395945584,0.2869115222117016,0.1752089015956537,0.156482123033934,0.283291159466014,0.3453313524418486,0.3666132668537031,0.1229007446427094,0.280664867607739,0.29527705668399,9,Endothelial cell
229,0.2903503039205238,0.3588982673147474,0.2868543190741763,0.3759422341322074,0.2876346737954001,0.1979846737788172,0.1590606323889523,0.2181434362448873,0.3324866688612327,0.2256389916368732,0.2324655418146628,0.1977650000241382,0.1714057236774852,0.3439177831000314,0.1403664826303859,0.2765439043615144,0.1559295049550619,0.1526519105853214,0.2743928432690431,0.3325674422580832,0.3590513054274324,0.1691000980521884,0.2738527819902253,0.3151840556836841,2,Fibroblast
230,0.292709398668235,0.3864740675187147,0.2749803571839378,0.3679612735893644,0.3063447418942098,0.2423929179556375,0.1562460154811991,0.2380568641455183,0.3718311465602151,0.2511553005526745,0.2613716802952257,0.1949029253042356,0.2026130343291639,0.3249780280572084,0.1384399921930516,0.2682298811656889,0.1517715043848206,0.2183020108446254,0.2477174871929502,0.3197313776311741,0.3110562878173638,0.0993197444661501,0.2367094676316141,0.2952660917320135,9,Endothelial cell
231,0.2800859548061417,0.3717934059721621,0.2729473737112282,0.3592784085182524,0.299487370856325,0.2411812522281184,0.1549039000989375,0.2335341302984988,0.351777844236517,0.2431955469650414,0.2970799459109693,0.2099573803040347,0.2169417807640941,0.3230928595591835,0.1399124390720966,0.2548772635271099,0.1547370404593331,0.225173388041123,0.247546893535659,0.3201754216291294,0.3242363496004919,0.1114673836892004,0.2553643963737987,0.2797504273742536,9,Endothelial cell
232,0.2760132817813006,0.3589286762591039,0.2798484823991666,0.3515588236115089,0.2846905660591211,0.2280915185123828,0.1547447573527369,0.2318395918438943,0.3384701761042514,0.2401654789149634,0.2676295880927544,0.2064137880744689,0.1964742391039774,0.316231914420388,0.1842835240083526,0.2590529046394447,0.2419294881641001,0.2659957795668474,0.2810855261714161,0.330478831578894,0.3035049717592792,0.1021793416588552,0.2334587352799332,0.253925931587981,9,Endothelial cell
233,0.327949951188333,0.417207534975632,0.2580684534119796,0.3157222739747408,0.2659686561961342,0.2192120476699098,0.1457448345957677,0.2391113813636114,0.3713131298055511,0.3112047160113487,0.2410814223447709,0.2009461641074547,0.1878326957671134,0.309740335048117,0.1933727495579587,0.2634198660374843,0.2630534637039169,0.2723082706640192,0.2810484899841369,0.3051497007786535,0.2626893512580703,0.1155392505063897,0.2120090867268534,0.2138370190711027,4,Memory CD4 T cell
234,0.315744806715812,0.4158062482232447,0.2520944113331702,0.322506679083364,0.2881271103441573,0.2463410792451571,0.1481151743842285,0.2418324639116312,0.3764520169388232,0.302272413022469,0.2580067111914171,0.2027897544213927,0.212055819647587,0.3118102694319986,0.1731893189102636,0.2568535345266782,0.2188464711888432,0.2700607194481544,0.2618686823827407,0.2954822776800063,0.2588512361524507,0.1165906538645892,0.2129155718966056,0.2259279398618138,4,Memory CD4 T cell
235,0.3523489749385692,0.4186476906935593,0.2675836455809747,0.3379480108207522,0.2618108387572896,0.1900322921669486,0.1526811207048997,0.2260567593900631,0.3351149535006241,0.314821296124582,0.1925511339054072,0.196960176496924,0.1607555576603985,0.3159303544490193,0.2225998730672515,0.2984139902097866,0.3045020216098892,0.1596501833573519,0.3193190637431972,0.336542509435197,0.2710466807232762,0.1169859208433487,0.187626144909654,0.2086525032457247,4,Memory CD4 T cell
236,0.3216486918664006,0.35039063402227,0.2814263548670379,0.3289377736829066,0.2766419638034688,0.2138825843177727,0.1626123045908291,0.2222158375288607,0.3191941165404721,0.2413144327255378,0.2203508472553922,0.1931135231618181,0.197979549007514,0.3186489900654908,0.158441475220608,0.2488320842299161,0.1667542527605105,0.1566919075439575,0.25958848518925,0.2883348156365632,0.2790751407121423,0.1210462378372194,0.2188145744869931,0.2239577136040517,1,B cell
237,0.3388072499449865,0.3471692392708438,0.3705829465428025,0.3450930057428976,0.2696004577685367,0.2011405244230316,0.1615402320418369,0.2405483144724994,0.3836661684283722,0.2768305510354706,0.2379321701298165,0.1962862473266005,0.1696119930856422,0.3268384781068252,0.1441563292141577,0.2569319479849842,0.1703531757945142,0.1931018202344541,0.2576668776169634,0.3108360097590819,0.3245031912387146,0.112821918495571,0.2507373495956481,0.2688064792571266,9,Endothelial cell
238,0.3388737398427591,0.3185166135984231,0.4019119724677508,0.3149568584018931,0.2736140406889842,0.2171647248290522,0.1648172868087932,0.2369234666258448,0.3768564680844328,0.2839914389731253,0.2373190199890983,0.2081342342263728,0.193851428873995,0.3278339726880676,0.1418540761868213,0.228976256995751,0.1647779610602635,0.1978115029722696,0.2559554114562793,0.2773413738661655,0.3027044359457815,0.1822051919339384,0.2543680044407396,0.2457264036072818,14,CD8 T cell
239,0.327578409607311,0.3191674380555517,0.3962697918868547,0.3313922400300527,0.2537494028748763,0.1794241258918723,0.163124431474444,0.2315754205098267,0.3380301367773432,0.2644891645673603,0.2082929410927252,0.2129530352654008,0.1456999685599277,0.3085128338826813,0.2259475815190345,0.2589529956894661,0.3133244600887415,0.2985193822008425,0.3159034309705276,0.3457126229345276,0.2784962908219129,0.0909574608375419,0.1858947401834282,0.2044287949955847,14,CD8 T cell
240,0.3479718939363191,0.3200358934390392,0.4270503185948718,0.306588874905499,0.2638004268752116,0.2212163053521949,0.1637047614316805,0.2489143604768807,0.3985876607438552,0.3004433619828764,0.2502841301074871,0.2056984720454696,0.1904231910025151,0.3092136338525139,0.1621072018901548,0.2258245364359151,0.2112241831249898,0.2632796092454034,0.2549474951661827,0.2842805289698956,0.2771829467315892,0.1081172724489257,0.2268433707991076,0.2174848981472521,14,CD8 T cell
241,0.2772262384429688,0.3338266756272887,0.3387483430615113,0.4536822369368782,0.2497980730031916,0.153898064598357,0.1088640478246216,0.1462250444911923,0.1868081323599883,0.1399293168705898,0.1434467704631539,0.1936692702780181,0.1007436880972544,0.3477916733019684,0.3316094659982578,0.409962587873135,0.5152558146857418,0.0770668920710997,0.5042101709011186,0.5280192237863393,0.3262803980492809,0.0514396216979069,0.1268367227867272,0.1775963203465757,3,Cancer cell
242,0.2775797087657943,0.3345322574775608,0.3222193205341811,0.4321596242337468,0.2572562481127942,0.1653114752805053,0.1231974188110423,0.1610702730906651,0.2049417400048379,0.1582006559701967,0.158886763294477,0.1984239399689799,0.1185828233638257,0.3401905169882201,0.3168569676072784,0.3841064338686906,0.4761697927023502,0.105852567607859,0.4671709636676736,0.4905759944363301,0.3162537451205315,0.0701766344861282,0.1406946025581985,0.1857273002388191,3,Cancer cell
243,0.2711906593923764,0.3215376207557993,0.2984367328166548,0.3966036924653703,0.2538930566979634,0.1581961556852806,0.1348386607129038,0.1691442458076989,0.2142514804863827,0.1754088771726069,0.1548973603745892,0.2111157984315804,0.1269232247921384,0.3372020346338502,0.3068359597182752,0.3283225946888771,0.4570896803611186,0.1109202984431693,0.4373006789164023,0.440174791312758,0.319924469691342,0.171314101511799,0.1718648774717532,0.2109043727760874,2,Fibroblast
244,0.2901197365109343,0.3386286468723501,0.3019146318714351,0.3851295309903139,0.2656290725913471,0.1802170034736527,0.1625815643127601,0.1863883476891241,0.2423489151080192,0.2497320182425879,0.1804935345254233,0.1987162215476952,0.1460830277049183,0.3140582090776833,0.2904205696375241,0.3428556341214187,0.3965922747596658,0.1256754476576507,0.3858222425463579,0.4076143609108667,0.294558710526564,0.0898956984355029,0.1541689057787288,0.2086471383695991,3,Cancer cell
245,0.2740812748274086,0.3305351915672559,0.2830672128811467,0.3271740510622183,0.2610409561878685,0.2070119528803916,0.1705175747660015,0.2003819833609104,0.2802394317731436,0.383222967062915,0.2306537555500439,0.1951638740835785,0.1791994983383197,0.2820286291303825,0.2493200392526948,0.2972057708375895,0.3279553120877874,0.2445514966424533,0.3060872114679137,0.3299149082806598,0.2791127399684394,0.1042299605489654,0.1763660367073616,0.234194902056765,11,Memory CD8 T cell
246,0.2580195217609005,0.3080317387264669,0.2526407966641898,0.3314100800838834,0.2651231508629236,0.1925480740425681,0.1626944843030104,0.1911654641861578,0.2592528201839253,0.3492973009278592,0.2250011870706172,0.2019711330444299,0.170698010946658,0.3179689840831106,0.1887334120015261,0.2825810135716472,0.2034660714599178,0.1500682132855703,0.2905772772541813,0.3060744983632301,0.3590195076078215,0.2183736173149816,0.2793775759867822,0.3197423817608277,11,Memory CD8 T cell
247,0.2976479764110868,0.346335903945705,0.2933021120621592,0.362495920653661,0.2646948204307896,0.1837710183640641,0.1666468950880895,0.2089553249842703,0.3161397013013794,0.3350684577607441,0.2237638430374299,0.1841947619916497,0.1535355450972844,0.3160361163967667,0.1791776204603044,0.3034136159376195,0.207815434720007,0.1535839483480424,0.2791798282301004,0.3354820058864284,0.3499311791092679,0.1170295948832267,0.2407951675733498,0.3038219973528691,9,Endothelial cell
248,0.2955788970986929,0.3581638493512674,0.2817153158484611,0.3929853061311424,0.2769490523079553,0.1791795681565038,0.1514365844773499,0.2284757988140112,0.3356515052548644,0.220438582939425,0.2320256728101586,0.1929570341382057,0.1428066589600805,0.348229068559951,0.1495793810848395,0.2890866570265782,0.1630622940932085,0.1388596226822894,0.2787277363069708,0.357185166068253,0.3967527848220473,0.1112573231653402,0.3008987961086182,0.3151499489404498,9,Endothelial cell
249,0.2816621170202104,0.3391459620417758,0.2725846782710857,0.3725521371605279,0.2701284213331141,0.1757411799737218,0.1624956603193454,0.220895369233739,0.317612133799219,0.2186263029515784,0.2244927855369163,0.1962933670645517,0.1495212536338998,0.33851311546197,0.1422571205594492,0.2787730259408288,0.1504513185774512,0.1372023951898017,0.2805220785135419,0.3377917351850159,0.38543877136379,0.162249129690478,0.2981848010624078,0.3870206827423887,9,Endothelial cell
250,0.2907088462368097,0.3707005799364336,0.2871121246370027,0.3740039635490159,0.2863628641794751,0.2127379428838888,0.1557681890156458,0.2307870221132085,0.353016457335672,0.235351621515407,0.2810851219157005,0.2027261069876488,0.1885656708713149,0.328187290666774,0.136061316115389,0.2694391463694455,0.1539579188507356,0.1938669041309354,0.2545883072461838,0.3388192440608141,0.3509868825167767,0.1019246962161555,0.2644418756174881,0.2995280835075097,9,Endothelial cell
251,0.2914318203051148,0.3654584071915685,0.2921672306543587,0.3680211233000546,0.2794045152148056,0.2069756826239823,0.155979663780223,0.2307689510187062,0.3487983442808952,0.2375732932434084,0.251301395578015,0.1974030290307289,0.1735513443998143,0.3234043837055411,0.1678374738947798,0.2736830364746889,0.2146719225555373,0.2236141346592195,0.2776703820998889,0.3426951000980269,0.3291315318015609,0.0949752210776347,0.2429706700136722,0.2823035142166334,9,Endothelial cell
252,0.2841987501502442,0.345512783222318,0.2908710167499151,0.4473982696778297,0.2729261405834531,0.1999175343218576,0.1550520165536655,0.2127156666963068,0.3741232788977206,0.2987586708507913,0.3072015314578572,0.1907116999394583,0.1732622902898735,0.3076908122939534,0.1621768885444309,0.2525690860644125,0.1748897754925795,0.1635390199317251,0.2555972987932933,0.3305881367899316,0.373824713354087,0.1026393653524566,0.2285377399641331,0.2710315085909427,10,Neutrophil
253,0.2526064690209358,0.3318537647042879,0.2755928958180392,0.4413266039235084,0.2777350231259797,0.2300910232143979,0.1509246043256853,0.2104754125229982,0.3639474387050144,0.3053624629278062,0.3460953350025102,0.2016965893785807,0.2062213387280659,0.2858655374974598,0.1975469227088578,0.2270180336220733,0.2399435116758283,0.2390861220472334,0.2630903195366885,0.3227060790259584,0.337926200823752,0.0965335367182317,0.1981934801846403,0.2231992968794582,10,Neutrophil
254,0.2863269301527533,0.364047606453263,0.2565820701082518,0.4075340353417974,0.303099875016839,0.2534430458010424,0.1520464274633754,0.2073334748573536,0.3234734527368005,0.2820834875737467,0.282275447721722,0.2078120533170835,0.2159321643355309,0.2865414644440103,0.2241013849815441,0.2609576073813169,0.2753439212093646,0.1940734208321809,0.2906291690024208,0.3392075388720702,0.2887271090832605,0.1061641911714706,0.1808614411243983,0.2050717331577393,10,Neutrophil
255,0.3247315239193949,0.3799526310984175,0.2672957634784,0.3679299057234331,0.3266579018498197,0.2810923109268006,0.1592058262484903,0.1933418628986376,0.2589342227955883,0.2494365367367908,0.2093197641618897,0.2152764319142412,0.2429386944437025,0.275395221877774,0.2690228390485463,0.2867460704356881,0.3772049870524235,0.1221758129163915,0.3323858152729042,0.3563336424154632,0.222507979257146,0.1358013398795585,0.1377686405867437,0.1733597607026371,19,Monocyte
256,0.3169591658640552,0.3746206288405174,0.2673611567493622,0.3797887605357941,0.3150420872802255,0.2527538439091569,0.1631979521976571,0.1995746045587343,0.2611702595288874,0.2463290513018082,0.2013706265548973,0.2191493326253668,0.2178001830909999,0.2902715995752791,0.2668395886261875,0.2958706047540311,0.3580854981371862,0.1345177130937603,0.3388963559453697,0.3638716180635457,0.2382002053430602,0.1138019604978033,0.1455370614072083,0.1834639100016136,19,Monocyte
257,0.3060212353747086,0.3307370386637492,0.3368433865905018,0.3280129793505314,0.2864126706529184,0.2245459567949471,0.1612602284684181,0.226374611298143,0.3445529491359635,0.2600106424519987,0.2451383753650164,0.2130940284246094,0.2043089478037526,0.3344114389517769,0.1463165207922658,0.2365094088320624,0.164399104347454,0.1911348362346215,0.2653278492172123,0.2869667713644531,0.3138796147941671,0.207046821364515,0.2644011789959708,0.2602550087321926,14,CD8 T cell
258,0.3455162569503346,0.3300575522111816,0.4022499413139089,0.3452123201745817,0.2622271131073807,0.1850609129500284,0.1703399628834069,0.2233442821540223,0.3364043172697777,0.2824574652900284,0.2024868636818823,0.2006825279432975,0.1567837768735316,0.3153711487983679,0.2142711182314206,0.2725743537748218,0.2947203246391182,0.1676505399769348,0.3153443650863451,0.3416771555586282,0.2933687969488154,0.0988741011053017,0.186958415824545,0.2145208880085305,14,CD8 T cell
259,0.3262102838688743,0.3351568020572275,0.3730158219402382,0.3206605198093363,0.2711579573784368,0.2224712442568429,0.1614174542898641,0.2403462404096003,0.3722154937300628,0.2836989677148021,0.2513427359742912,0.2071572637652941,0.1935112519939542,0.3113866581587007,0.175001683301268,0.2387259701968232,0.2273693902911827,0.2530742877787123,0.2683008362714816,0.3002038462171293,0.2835625918483458,0.1146715465387916,0.2247967177266509,0.2250554024521062,14,CD8 T cell
260,0.3091524799260297,0.3320756359945937,0.3616638102947044,0.3161922992949622,0.2728972789484759,0.2329362615261746,0.1593155343610811,0.2414312995023249,0.3670912368819966,0.2755885092898527,0.2643200274207395,0.2103102167822509,0.2028390869137757,0.3056711153270519,0.1856072418722351,0.2322872108781228,0.2521466908919206,0.2946337586806537,0.2716845559384775,0.3006435836191646,0.2715513957916829,0.1046553764041541,0.2191590555433836,0.2158046411891305,14,CD8 T cell
